"year","category","nominee","movie","winner","id"
2000.0,"actor in a supporting role","Albert Finney","Erin Brockovich","false",31
2003.0,"actor in a supporting role","Alec Baldwin","The Cooler","false",32
1952.0,"actor","Alec Guinness","The Lavender Hill Mob","false",33
1957.0,"actor","Alec Guinness","The Bridge on the River Kwai","true",34
1977.0,"actor in a supporting role","Alec Guinness","Star Wars","false",35
1988.0,"actor in a supporting role","Alec Guinness","Little Dorrit","false",36
1944.0,"actor","Alexander Knox","Wilson","false",37
1983.0,"actress in a supporting role","Alfre Woodard","Cross Creek","false",38
1970.0,"actress","Ali MacGraw","Love Story","false",39
1936.0,"actress in a supporting role","Alice Brady","My Man Godfrey","false",40
1937.0,"actress in a supporting role","Alice Brady","In Old Chicago","true",41
1944.0,"actress in a supporting role","Aline MacMahon","Dragon Seed","false",42
2005.0,"actress in a supporting role","Amy Adams","Junebug","false",43
2008.0,"actress in a supporting role","Amy Adams","Doubt","false",44
2010.0,"actress in a supporting role","Amy Adams","The Fighter","false",45
2012.0,"actress in a supporting role","Amy Adams","The Master","false",46
1983.0,"actress in a supporting role","Amy Irving","Yentl","false",47
1985.0,"actress in a supporting role","Amy Madigan","Twice in a Lifetime","false",48
2007.0,"actress in a supporting role","Amy Ryan","Gone Baby Gone","false",49
1937.0,"actress in a supporting role","Andrea Leeds","Stage Door","false",50
1990.0,"actor in a supporting role","Andy Garcia","The Godfather, Part III","false",51
1993.0,"actress in a leading role","Angela Bassett","What's Love Got to Do with It","false",52
1944.0,"actress in a supporting role","Angela Lansbury","Gaslight","false",53
1945.0,"actress in a supporting role","Angela Lansbury","The Picture of Dorian Gray","false",54
1962.0,"actress in a supporting role","Angela Lansbury","The Manchurian Candidate","false",55
1999.0,"actress in a supporting role","Angelina Jolie","Girl, Interrupted","true",56
2008.0,"actress in a leading role","Angelina Jolie","Changeling","false",57
1985.0,"actress in a supporting role","Anjelica Huston","Prizzi's Honor","true",58
1989.0,"actress in a supporting role","Anjelica Huston","Enemies, A Love Story","false",59
1990.0,"actress in a leading role","Anjelica Huston","The Grifters","false",60
1945.0,"actress in a supporting role","Ann Blyth","Mildred Pierce","false",61
1987.0,"actress in a supporting role","Ann Sothern","The Whales of August","false",62
1971.0,"actress in a supporting role","Ann-Margret","Carnal Knowledge","false",63
1975.0,"actress","Ann-Margret","Tommy","false",64
2009.0,"actress in a supporting role","Anna Kendrick","Up in the Air","false",65
1955.0,"actress","Anna Magnani","The Rose Tattoo","true",66
1957.0,"actress","Anna Magnani","Wild Is the Wind","false",67
1993.0,"actress in a supporting role","Anna Paquin","The Piano","true",68
1987.0,"actress in a supporting role","Anne Archer","Fatal Attraction","false",69
1962.0,"actress","Anne Bancroft","The Miracle Worker","true",70
1964.0,"actress","Anne Bancroft","The Pumpkin Eater","false",71
1967.0,"actress","Anne Bancroft","The Graduate","false",72
1977.0,"actress in a leading role","Anne Bancroft","The Turning Point","false",73
1985.0,"actress in a leading role","Anne Bancroft","Agnes of God","false",74
1946.0,"actress in a supporting role","Anne Baxter","The Razor's Edge","true",75
1950.0,"actress","Anne Baxter","All about Eve","false",76
2008.0,"actress in a leading role","Anne Hathaway","Rachel Getting Married","false",77
2012.0,"actress in a supporting role","Anne Hathaway","Les Mis_rables","true",78
1987.0,"actress in a supporting role","Anne Ramsey","Throw Momma from the Train","false",79
1943.0,"actress in a supporting role","Anne Revere","The Song of Bernadette","false",80
1945.0,"actress in a supporting role","Anne Revere","National Velvet","true",81
1947.0,"actress in a supporting role","Anne Revere","Gentleman's Agreement","false",82
1937.0,"actress in a supporting role","Anne Shirley","Stella Dallas","false",83
1990.0,"actress in a supporting role","Annette Bening","The Grifters","false",84
1999.0,"actress in a leading role","Annette Bening","American Beauty","false",85
2004.0,"actress in a leading role","Annette Bening","Being Julia","false",86
2010.0,"actress in a leading role","Annette Bening","The Kids Are All Right","false",87
1966.0,"actress","Anouk Aimee","A Man and a Woman","false",88
1957.0,"actor","Anthony Franciosa","A Hatful of Rain","false",89
1991.0,"actor in a leading role","Anthony Hopkins","The Silence of the Lambs","true",90
1993.0,"actor in a leading role","Anthony Hopkins","The Remains of the Day","false",91
1995.0,"actor in a leading role","Anthony Hopkins","Nixon","false",92
1997.0,"actor in a supporting role","Anthony Hopkins","Amistad","false",93
1956.0,"actor in a supporting role","Anthony Perkins","Friendly Persuasion","false",94
1969.0,"actor in a supporting role","Anthony Quayle","Anne of the Thousand Days","false",95
1952.0,"actor in a supporting role","Anthony Quinn","Viva Zapata!","true",96
1956.0,"actor in a supporting role","Anthony Quinn","Lust for Life","true",97
1957.0,"actor","Anthony Quinn","Wild Is the Wind","false",98
1964.0,"actor","Anthony Quinn","Zorba the Greek","false",99
1996.0,"actor in a supporting role","Armin Mueller-Stahl","Shine","false",100
1974.0,"actor","Art Carney","Harry and Tonto","true",101
1952.0,"actor in a supporting role","Arthur Hunnicutt","The Big Sky","false",102
1949.0,"actor in a supporting role","Arthur Kennedy","Champion","false",103
1951.0,"actor","Arthur Kennedy","Bright Victory","false",104
1955.0,"actor in a supporting role","Arthur Kennedy","Trial","false",105
1957.0,"actor in a supporting role","Arthur Kennedy","Peyton Place","false",106
1958.0,"actor in a supporting role","Arthur Kennedy","Some Came Running","false",107
1955.0,"actor in a supporting role","Arthur O'Connell","Picnic","false",108
1959.0,"actor in a supporting role","Arthur O'Connell","Anatomy of a Murder","false",109
1953.0,"actress","Audrey Hepburn","Roman Holiday","true",110
1954.0,"actress","Audrey Hepburn","Sabrina","false",111
1959.0,"actress","Audrey Hepburn","The Nun's Story","false",112
1961.0,"actress","Audrey Hepburn","Breakfast at Tiffany's","false",113
1967.0,"actress","Audrey Hepburn","Wait until Dark","false",114
1953.0,"actress","Ava Gardner","Mogambo","false",115
1979.0,"actress in a supporting role","Barbara Barrie","Breaking Away","false",116
1948.0,"actress in a supporting role","Barbara Bel Geddes","I Remember Mama","false",117
1971.0,"actress in a supporting role","Barbara Harris","Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?","false",118
1996.0,"actress in a supporting role","Barbara Hershey","The Portrait of a Lady","false",119
1940.0,"actress in a supporting role","Barbara O'Neil","All This, and Heaven Too","false",120
1937.0,"actress","Barbara Stanwyck","Stella Dallas","false",121
1941.0,"actress","Barbara Stanwyck","Ball of Fire","false",122
1944.0,"actress","Barbara Stanwyck","Double Indemnity","false",123
1948.0,"actress","Barbara Stanwyck","Sorry, Wrong Number","false",124
1968.0,"actress","Barbra Streisand","Funny Girl","true",125
1973.0,"actress","Barbra Streisand","The Way We Were","false",126
1944.0,"actor","Barry Fitzgerald","Going My Way","false",127
1944.0,"actor in a supporting role","Barry Fitzgerald","Going My Way","true",128
1936.0,"actor in a supporting role","Basil Rathbone","Romeo and Juliet","false",129
1938.0,"actor in a supporting role","Basil Rathbone","If I Were King","false",130
1967.0,"actress in a supporting role","Beah Richards","Guess Who's Coming to Dinner","false",131
1976.0,"actress in a supporting role","Beatrice Straight","Network","true",132
1971.0,"actor in a supporting role","Ben Johnson","The Last Picture Show","true",133
1982.0,"actor in a leading role","Ben Kingsley","Gandhi","true",134
1991.0,"actor in a supporting role","Ben Kingsley","Bugsy","false",135
2001.0,"actor in a supporting role","Ben Kingsley","Sexy Beast","false",136
2003.0,"actor in a leading role","Ben Kingsley","House of Sand and Fog","false",137
2000.0,"actor in a supporting role","Benicio Del Toro","Traffic","true",138
2003.0,"actor in a supporting role","Benicio Del Toro","21 Grams","false",139
2011.0,"actress in a supporting role","B_r_nice Bejo","The Artist","false",140
1955.0,"actress in a supporting role","Betsy Blair","Marty","false",141
1938.0,"actress","Bette Davis","Jezebel","true",142
1939.0,"actress","Bette Davis","Dark Victory","false",143
1940.0,"actress","Bette Davis","The Letter","false",144
1941.0,"actress","Bette Davis","The Little Foxes","false",145
1942.0,"actress","Bette Davis","Now, Voyager","false",146
1944.0,"actress","Bette Davis","Mr. Skeffington","false",147
1950.0,"actress","Bette Davis","All about Eve","false",148
1952.0,"actress","Bette Davis","The Star","false",149
1962.0,"actress","Bette Davis","What Ever Happened to Baby Jane?","false",150
1979.0,"actress in a leading role","Bette Midler","The Rose","false",151
1991.0,"actress in a leading role","Bette Midler","For the Boys","false",152
1936.0,"actress in a supporting role","Beulah Bondi","The Gorgeous Hussy","false",153
1938.0,"actress in a supporting role","Beulah Bondi","Of Human Hearts","false",154
2003.0,"actor in a leading role","Bill Murray","Lost in Translation","false",155
1938.0,"actress in a supporting role","Billie Burke","Merrily We Live","false",156
1996.0,"actor in a leading role","Billy Bob Thornton","Sling Blade","false",157
1998.0,"actor in a supporting role","Billy Bob Thornton","A Simple Plan","false",158
1944.0,"actor","Bing Crosby","Going My Way","true",159
1945.0,"actor","Bing Crosby","The Bells of St. Mary's","false",160
1954.0,"actor","Bing Crosby","The Country Girl","false",161
1986.0,"actor in a leading role","Bob Hoskins","Mona Lisa","false",162
1963.0,"actor in a supporting role","Bobby Darin","Captain Newman, M.D.","false",163
1936.0,"actress in a supporting role","Bonita Granville","These Three","false",164
1975.0,"actor in a supporting role","Brad Dourif","One Flew over the Cuckoo's Nest","false",165
1995.0,"actor in a supporting role","Brad Pitt","12 Monkeys","false",166
2008.0,"actor in a leading role","Brad Pitt","The Curious Case of Benjamin Button","false",167
2011.0,"actor in a leading role","Brad Pitt","Moneyball","false",168
2012.0,"actor in a leading role","Bradley Cooper","Silver Linings Playbook","false",169
1953.0,"actor in a supporting role","Brandon De Wilde","Shane","false",170
1996.0,"actress in a leading role","Brenda Blethyn","Secrets & Lies","false",171
1998.0,"actress in a supporting role","Brenda Blethyn","Little Voice","false",172
1989.0,"actress in a supporting role","Brenda Fricker","My Left Foot","true",173
1975.0,"actress in a supporting role","Brenda Vaccaro","Jacqueline Susann's Once Is Not Enough","false",174
1939.0,"actor in a supporting role","Brian Aherne","Juarez","false",175
1939.0,"actor in a supporting role","Brian Donlevy","Beau Geste","false",176
1949.0,"actor","Broderick Crawford","All the King's Men","true",177
1990.0,"actor in a supporting role","Bruce Davison","Longtime Companion","false",178
1978.0,"actor in a supporting role","Bruce Dern","Coming Home","false",179
1975.0,"actor in a supporting role","Burgess Meredith","The Day of the Locust","false",180
1976.0,"actor in a supporting role","Burgess Meredith","Rocky","false",181
1958.0,"actor in a supporting role","Burl Ives","The Big Country","true",182
1953.0,"actor","Burt Lancaster","From Here to Eternity","false",183
1960.0,"actor","Burt Lancaster","Elmer Gantry","true",184
1962.0,"actor","Burt Lancaster","Birdman of Alcatraz","false",185
1981.0,"actor in a leading role","Burt Lancaster","Atlantic City","false",186
1997.0,"actor in a supporting role","Burt Reynolds","Boogie Nights","false",187
1976.0,"actor in a supporting role","Burt Young","Rocky","false",188
1979.0,"actress in a supporting role","Candice Bergen","Starting Over","false",189
1973.0,"actress in a supporting role","Candy Clark","American Graffiti","false",190
1958.0,"actress in a supporting role","Cara Williams","The Defiant Ones","false",191
2009.0,"actress in a leading role","Carey Mulligan","An Education","false",192
1967.0,"actress in a supporting role","Carol Channing","Thoroughly Modern Millie","false",193
1975.0,"actress","Carol Kane","Hester Street","false",194
1936.0,"actress","Carole Lombard","My Man Godfrey","false",195
1957.0,"actress in a supporting role","Carolyn Jones","The Bachelor Party","false",196
1970.0,"actress","Carrie Snodgress","Diary of a Mad Housewife","false",197
1956.0,"actress","Carroll Baker","Baby Doll","false",198
1941.0,"actor","Cary Grant","Penny Serenade","false",199
1944.0,"actor","Cary Grant","None but the Lonely Heart","false",200
2007.0,"actor in a supporting role","Casey Affleck","The Assassination of Jesse James by the Coward Robert Ford","false",201
2004.0,"actress in a leading role","Catalina Sandino Moreno","Maria Full of Grace","false",202
1998.0,"actress in a leading role","Cate Blanchett","Elizabeth","false",203
2004.0,"actress in a supporting role","Cate Blanchett","The Aviator","true",204
2006.0,"actress in a supporting role","Cate Blanchett","Notes on a Scandal","false",205
2007.0,"actress in a leading role","Cate Blanchett","Elizabeth: The Golden Age","false",206
2007.0,"actress in a supporting role","Cate Blanchett","I'm Not There","false",207
1969.0,"actress in a supporting role","Catherine Burns","Last Summer","false",208
1992.0,"actress in a leading role","Catherine Deneuve","Indochine","false",209
1999.0,"actress in a supporting role","Catherine Keener","Being John Malkovich","false",210
2005.0,"actress in a supporting role","Catherine Keener","Capote","false",211
2002.0,"actress in a supporting role","Catherine Zeta-Jones","Chicago","true",212
1980.0,"actress in a supporting role","Cathy Moriarty","Raging Bull","false",213
1948.0,"actor in a supporting role","Cecil Kellaway","The Luck of the Irish","false",214
1967.0,"actor in a supporting role","Cecil Kellaway","Guess Who's Coming to Dinner","false",215
1947.0,"actress in a supporting role","Celeste Holm","Gentleman's Agreement","true",216
1949.0,"actress in a supporting role","Celeste Holm","Come to the Stable","false",217
1950.0,"actress in a supporting role","Celeste Holm","All about Eve","false",218
1946.0,"actress","Celia Johnson","Brief Encounter","false",219
1943.0,"actor in a supporting role","Charles Bickford","The Song of Bernadette","false",220
1947.0,"actor in a supporting role","Charles Bickford","The Farmer's Daughter","false",221
1948.0,"actor in a supporting role","Charles Bickford","Johnny Belinda","false",222
1937.0,"actor","Charles Boyer","Conquest","false",223
1938.0,"actor","Charles Boyer","Algiers","false",224
1944.0,"actor","Charles Boyer","Gaslight","false",225
1961.0,"actor","Charles Boyer","Fanny","false",226
1940.0,"actor","Charles Chaplin","The Great Dictator","false",227
1941.0,"actor in a supporting role","Charles Coburn","The Devil and Miss Jones","false",228
1943.0,"actor in a supporting role","Charles Coburn","The More the Merrier","true",229
1946.0,"actor in a supporting role","Charles Coburn","The Green Years","false",230
1982.0,"actor in a supporting role","Charles Durning","The Best Little Whorehouse in Texas","false",231
1983.0,"actor in a supporting role","Charles Durning","To Be or Not to Be","false",232
1957.0,"actor","Charles Laughton","Witness for the Prosecution","false",233
2003.0,"actress in a leading role","Charlize Theron","Monster","true",234
2005.0,"actress in a leading role","Charlize Theron","North Country","false",235
1959.0,"actor","Charlton Heston","Ben-Hur","true",236
1994.0,"actor in a supporting role","Chazz Palminteri","Bullets over Broadway","false",237
1983.0,"actress in a supporting role","Cher","Silkwood","false",238
1987.0,"actress in a leading role","Cher","Moonstruck","true",239
1970.0,"actor in a supporting role","Chief Dan George","Little Big Man","false",240
1960.0,"actor in a supporting role","Chill Wills","The Alamo","false",241
1999.0,"actress in a supporting role","Chlo� Sevigny","Boys Don't Cry","false",242
2002.0,"actor in a supporting role","Chris Cooper","Adaptation","true",243
1975.0,"actor in a supporting role","Chris Sarandon","Dog Day Afternoon","false",244
2010.0,"actor in a supporting role","Christian Bale","The Fighter","true",245
1984.0,"actress in a supporting role","Christine Lahti","Swing Shift","false",246
2009.0,"actor in a supporting role","Christoph Waltz","Inglourious Basterds","true",247
2012.0,"actor in a supporting role","Christoph Waltz","Django Unchained","true",248
2009.0,"actor in a supporting role","Christopher Plummer","The Last Station","false",249
2011.0,"actor in a supporting role","Christopher Plummer","Beginners","true",250
1978.0,"actor in a supporting role","Christopher Walken","The Deer Hunter","true",251
2002.0,"actor in a supporting role","Christopher Walken","Catch Me If You Can","false",252
1972.0,"actress","Cicely Tyson","Sounder","false",253
1937.0,"actress in a supporting role","Claire Trevor","Dead End","false",254
1948.0,"actress in a supporting role","Claire Trevor","Key Largo","true",255
1954.0,"actress in a supporting role","Claire Trevor","The High and the Mighty","false",256
1939.0,"actor","Clark Gable","Gone with the Wind","false",257
1939.0,"actor in a supporting role","Claude Rains","Mr. Smith Goes to Washington","false",258
1943.0,"actor in a supporting role","Claude Rains","Casablanca","false",259
1944.0,"actor in a supporting role","Claude Rains","Mr. Skeffington","false",260
1946.0,"actor in a supporting role","Claude Rains","Notorious","false",261
1944.0,"actress","Claudette Colbert","Since You Went Away","false",262
1968.0,"actor","Cliff Robertson","Charly","true",263
1944.0,"actor in a supporting role","Clifton Webb","Laura","false",264
1946.0,"actor in a supporting role","Clifton Webb","The Razor's Edge","false",265
1948.0,"actor","Clifton Webb","Sitting Pretty","false",266
1992.0,"actor in a leading role","Clint Eastwood","Unforgiven","false",267
2004.0,"actor in a leading role","Clint Eastwood","Million Dollar Baby","false",268
2004.0,"actor in a supporting role","Clive Owen","Closer","false",269
1971.0,"actress in a supporting role","Cloris Leachman","The Last Picture Show","true",270
1952.0,"actress in a supporting role","Colette Marchand","Moulin Rouge","false",271
2009.0,"actor in a leading role","Colin Firth","A Single Man","false",272
2010.0,"actor in a leading role","Colin Firth","The King's Speech","true",273
1945.0,"actor","Cornel Wilde","A Song to Remember","false",274
1996.0,"actor in a supporting role","Cuba Gooding, Jr.","Jerry Maguire","true",275
1963.0,"actress in a supporting role","Dame Edith Evans","Tom Jones","false",276
1964.0,"actress in a supporting role","Dame Edith Evans","The Chalk Garden","false",277
1967.0,"actress","Dame Edith Evans","The Whisperers","false",278
1937.0,"actress in a supporting role","Dame May Whitty","Night Must Fall","false",279
1942.0,"actress in a supporting role","Dame May Whitty","Mrs. Miniver","false",280
1989.0,"actor in a supporting role","Dan Aykroyd","Driving Miss Daisy","false",281
1948.0,"actor","Dan Dailey","When My Baby Smiles at Me","false",282
1954.0,"actor","Dan O'Herlihy","Adventures of Robinson Crusoe","false",283
1989.0,"actor in a leading role","Daniel Day Lewis","My Left Foot","true",284
1993.0,"actor in a leading role","Daniel Day-Lewis","In the Name of the Father","false",285
2002.0,"actor in a leading role","Daniel Day-Lewis","Gangs of New York","false",286
2007.0,"actor in a leading role","Daniel Day-Lewis","There Will Be Blood","true",287
2012.0,"actor in a leading role","Daniel Day-Lewis","Lincoln","true",288
1968.0,"actor in a supporting role","Daniel Massey","Star!","false",289
1989.0,"actor in a supporting role","Danny Aiello","Do the Right Thing","false",290
1958.0,"actor","David Niven","Separate Tables","true",291
1992.0,"actor in a supporting role","David Paymer","Mr. Saturday Night","false",292
2005.0,"actor in a leading role","David Strathairn","Good Night, and Good Luck.","false",293
1949.0,"actor in a supporting role","Dean Jagger","Twelve O'Clock High","true",294
1988.0,"actor in a supporting role","Dean Stockwell","Married to the Mob","false",295
1964.0,"actress","Debbie Reynolds","The Unsinkable Molly Brown","false",296
1949.0,"actress","Deborah Kerr","Edward, My Son","false",297
1953.0,"actress","Deborah Kerr","From Here to Eternity","false",298
1956.0,"actress","Deborah Kerr","The King and I","false",299
1957.0,"actress","Deborah Kerr","Heaven Knows, Mr. Allison","false",300
1958.0,"actress","Deborah Kerr","Separate Tables","false",301
1960.0,"actress","Deborah Kerr","The Sundowners","false",302
1982.0,"actress in a leading role","Debra Winger","An Officer and a Gentleman","false",303
1983.0,"actress in a leading role","Debra Winger","Terms of Endearment","false",304
1993.0,"actress in a leading role","Debra Winger","Shadowlands","false",305
2011.0,"actor in a leading role","Demi�n Bichir","A Better Life","false",306
1986.0,"actor in a supporting role","Denholm Elliott","A Room with a View","false",307
1986.0,"actor in a supporting role","Dennis Hopper","Hoosiers","false",308
1987.0,"actor in a supporting role","Denzel Washington","Cry Freedom","false",309
1989.0,"actor in a supporting role","Denzel Washington","Glory","true",310
1992.0,"actor in a leading role","Denzel Washington","Malcolm X","false",311
1999.0,"actor in a leading role","Denzel Washington","The Hurricane","false",312
2001.0,"actor in a leading role","Denzel Washington","Training Day","true",313
2012.0,"actor in a leading role","Denzel Washington","Flight","false",314
1986.0,"actor in a leading role","Dexter Gordon","'Round Midnight","false",315
1974.0,"actress","Diahann Carroll","Claudine","false",316
1972.0,"actress","Diana Ross","Lady Sings the Blues","false",317
1980.0,"actress in a supporting role","Diana Scarwid","Inside Moves","false",318
1963.0,"actress in a supporting role","Diane Cilento","Tom Jones","false",319
1977.0,"actress in a leading role","Diane Keaton","Annie Hall","true",320
1981.0,"actress in a leading role","Diane Keaton","Reds","false",321
1996.0,"actress in a leading role","Diane Keaton","Marvin's Room","false",322
2003.0,"actress in a leading role","Diane Keaton","Something's Gotta Give","false",323
1974.0,"actress in a supporting role","Diane Ladd","Alice Doesn't Live Here Anymore","false",324
1990.0,"actress in a supporting role","Diane Ladd","Wild at Heart","false",325
1991.0,"actress in a supporting role","Diane Ladd","Rambling Rose","false",326
2002.0,"actress in a leading role","Diane Lane","Unfaithful","false",327
1957.0,"actress in a supporting role","Diane Varsi","Peyton Place","false",328
1986.0,"actress in a supporting role","Dianne Wiest","Hannah and Her Sisters","true",329
1989.0,"actress in a supporting role","Dianne Wiest","Parenthood","false",330
1994.0,"actress in a supporting role","Dianne Wiest","Bullets over Broadway","true",331
2003.0,"actor in a supporting role","Djimon Hounsou","In America","false",332
2006.0,"actor in a supporting role","Djimon Hounsou","Blood Diamond","false",333
1985.0,"actor in a supporting role","Don Ameche","Cocoon","true",334
2004.0,"actor in a leading role","Don Cheadle","Hotel Rwanda","false",335
1956.0,"actor in a supporting role","Don Murray","Bus Stop","false",336
1941.0,"actor in a supporting role","Donald Crisp","How Green Was My Valley","true",337
1953.0,"actress in a supporting role","Donna Reed","From Here to Eternity","true",338
1959.0,"actress","Doris Day","Pillow Talk","false",339
1954.0,"actress","Dorothy Dandridge","Carmen Jones","false",340
1956.0,"actress in a supporting role","Dorothy Malone","Written on the Wind","true",341
1947.0,"actress","Dorothy McGuire","Gentleman's Agreement","false",342
1981.0,"actor in a leading role","Dudley Moore","Arthur","false",343
1967.0,"actor","Dustin Hoffman","The Graduate","false",344
1969.0,"actor","Dustin Hoffman","Midnight Cowboy","false",345
1974.0,"actor","Dustin Hoffman","Lenny","false",346
1979.0,"actor in a leading role","Dustin Hoffman","Kramer vs. Kramer","true",347
1982.0,"actor in a leading role","Dustin Hoffman","Tootsie","false",348
1988.0,"actor in a leading role","Dustin Hoffman","Rain Man","true",349
1997.0,"actor in a leading role","Dustin Hoffman","Wag the Dog","false",350
1969.0,"actress in a supporting role","Dyan Cannon","Bob & Carol & Ted & Alice","false",351
1978.0,"actress in a supporting role","Dyan Cannon","Heaven Can Wait","false",352
1962.0,"actor in a supporting role","Ed Begley","Sweet Bird of Youth","true",353
1995.0,"actor in a supporting role","Ed Harris","Apollo 13","false",354
1998.0,"actor in a supporting role","Ed Harris","The Truman Show","false",355
2000.0,"actor in a leading role","Ed Harris","Pollock","false",356
2002.0,"actor in a supporting role","Ed Harris","The Hours","false",357
1959.0,"actor in a supporting role","Ed Wynn","The Diary of Anne Frank","false",358
1953.0,"actor in a supporting role","Eddie Albert","Roman Holiday","false",359
1972.0,"actor in a supporting role","Eddie Albert","The Heartbreak Kid","false",360
2006.0,"actor in a supporting role","Eddie Murphy","Dreamgirls","false",361
1954.0,"actor in a supporting role","Edmond O'Brien","The Barefoot Contessa","true",362
1964.0,"actor in a supporting role","Edmond O'Brien","Seven Days in May","false",363
1947.0,"actor in a supporting role","Edmund Gwenn","Miracle on 34th Street","true",364
1950.0,"actor in a supporting role","Edmund Gwenn","Mister 880","false",365
1939.0,"actress in a supporting role","Edna May Oliver","Drums along the Mohawk","false",366
1988.0,"actor in a leading role","Edward James Olmos","Stand and Deliver","false",367
1996.0,"actor in a supporting role","Edward Norton","Primal Fear","false",368
1998.0,"actor in a leading role","Edward Norton","American History X","false",369
1980.0,"actress in a supporting role","Eileen Brennan","Private Benjamin","false",370
1956.0,"actress in a supporting role","Eileen Heckart","The Bad Seed","false",371
1972.0,"actress in a supporting role","Eileen Heckart","Butterflies Are Free","true",372
1950.0,"actress","Eleanor Parker","Caged","false",373
1951.0,"actress","Eleanor Parker","Detective Story","false",374
1955.0,"actress","Eleanor Parker","Interrupted Melody","false",375
1995.0,"actress in a leading role","Elisabeth Shue","Leaving Las Vegas","false",376
1965.0,"actress","Elizabeth Hartman","A Patch of Blue","false",377
1981.0,"actress in a supporting role","Elizabeth McGovern","Ragtime","false",378
1957.0,"actress","Elizabeth Taylor","Raintree County","false",379
1958.0,"actress","Elizabeth Taylor","Cat on a Hot Tin Roof","false",380
1959.0,"actress","Elizabeth Taylor","Suddenly, Last Summer","false",381
1960.0,"actress","Elizabeth Taylor","Butterfield 8","true",382
1966.0,"actress","Elizabeth Taylor","Who's Afraid of Virginia Woolf?","true",383
1971.0,"actress in a supporting role","Ellen Burstyn","The Last Picture Show","false",384
1973.0,"actress","Ellen Burstyn","The Exorcist","false",385
1974.0,"actress","Ellen Burstyn","Alice Doesn't Live Here Anymore","true",386
1978.0,"actress in a leading role","Ellen Burstyn","Same Time, Next Year","false",387
1980.0,"actress in a leading role","Ellen Burstyn","Resurrection","false",388
2000.0,"actress in a leading role","Ellen Burstyn","Requiem for a Dream","false",389
1948.0,"actress in a supporting role","Ellen Corby","I Remember Mama","false",390
2007.0,"actress in a leading role","Ellen Page","Juno","false",391
1969.0,"actor in a supporting role","Elliott Gould","Bob & Carol & Ted & Alice","false",392
1949.0,"actress in a supporting role","Elsa Lanchester","Come to the Stable","false",393
1957.0,"actress in a supporting role","Elsa Lanchester","Witness for the Prosecution","false",394
1996.0,"actress in a leading role","Emily Watson","Breaking the Waves","false",395
1998.0,"actress in a leading role","Emily Watson","Hilary and Jackie","false",396
1992.0,"actress in a leading role","Emma Thompson","Howards End","true",397
1993.0,"actress in a leading role","Emma Thompson","The Remains of the Day","false",398
1993.0,"actress in a supporting role","Emma Thompson","In the Name of the Father","false",399
1995.0,"actress in a leading role","Emma Thompson","Sense and Sensibility","false",400
2012.0,"actress in a leading role","Emmanuelle Riva","Amour","false",401
1985.0,"actor in a supporting role","Eric Roberts","Runaway Train","false",402
1950.0,"actor in a supporting role","Erich von Stroheim","Sunset Blvd.","false",403
1955.0,"actor","Ernest Borgnine","Marty","true",404
1967.0,"actress in a supporting role","Estelle Parsons","Bonnie and Clyde","true",405
1968.0,"actress in a supporting role","Estelle Parsons","Rachel, Rachel","false",406
2001.0,"actor in a supporting role","Ethan Hawke","Training Day","false",407
