"ad_id","xyz_campaign_id","fb_campaign_id","age","gender","interest","impressions","clicks","spent","total_conversion","approved_conversion"
711764.0,916.0,104419.0,"45-49","F",10.0,11199.0,4.0,5.730000019,1.0,1.0
711785.0,916.0,104423.0,"45-49","F",19.0,292.0,0.0,0.0,1.0,0.0
711877.0,916.0,104438.0,"45-49","F",63.0,17572.0,7.0,9.379999995,1.0,0.0
712052.0,916.0,104467.0,"45-49","F",10.0,1448.0,0.0,0.0,1.0,1.0
734209.0,936.0,108654.0,"30-34","M",10.0,1772.0,0.0,0.0,1.0,1.0
734210.0,936.0,108654.0,"30-34","M",10.0,13329.0,4.0,5.629999995,1.0,1.0
734215.0,936.0,108655.0,"30-34","M",15.0,13659.0,3.0,3.840000033,1.0,0.0
734243.0,936.0,108660.0,"30-34","M",21.0,739.0,0.0,0.0,1.0,1.0
734266.0,936.0,108664.0,"30-34","M",25.0,605.0,0.0,0.0,1.0,0.0
734272.0,936.0,108665.0,"30-34","M",26.0,1030.0,0.0,0.0,1.0,0.0
734290.0,936.0,108668.0,"30-34","M",29.0,5374.0,1.0,1.039999962,4.0,0.0
734313.0,936.0,108672.0,"30-34","M",36.0,790.0,0.0,0.0,1.0,1.0
734314.0,936.0,108672.0,"30-34","M",36.0,962.0,0.0,0.0,1.0,0.0
734352.0,936.0,108678.0,"35-39","M",10.0,4423.0,1.0,1.460000038,1.0,1.0
734361.0,936.0,108680.0,"35-39","M",16.0,12382.0,2.0,2.839999914,1.0,1.0
734381.0,936.0,108683.0,"35-39","M",20.0,2938.0,1.0,1.350000024,1.0,1.0
734399.0,936.0,108686.0,"35-39","M",23.0,239.0,0.0,0.0,1.0,0.0
734418.0,936.0,108689.0,"35-39","M",26.0,591.0,0.0,0.0,1.0,0.0
734421.0,936.0,108690.0,"35-39","M",27.0,10332.0,4.0,5.75,1.0,0.0
734427.0,936.0,108691.0,"35-39","M",28.0,8259.0,3.0,3.980000019,1.0,0.0
734433.0,936.0,108692.0,"35-39","M",29.0,12158.0,3.0,4.449999928,1.0,0.0
734582.0,936.0,108716.0,"40-44","M",29.0,7709.0,2.0,1.320000052,2.0,0.0
734605.0,936.0,108720.0,"40-44","M",36.0,834.0,0.0,0.0,1.0,0.0
734660.0,936.0,108729.0,"45-49","M",18.0,1299.0,0.0,0.0,2.0,0.0
734666.0,936.0,108730.0,"45-49","M",19.0,371.0,0.0,0.0,1.0,0.0
734726.0,936.0,108740.0,"45-49","M",29.0,10466.0,3.0,4.090000033,1.0,0.0
734737.0,936.0,108742.0,"45-49","M",31.0,839.0,0.0,0.0,1.0,0.0
734785.0,936.0,108750.0,"30-34","F",10.0,5576.0,1.0,1.529999971,1.0,1.0
734794.0,936.0,108752.0,"30-34","F",16.0,4010.0,0.0,0.0,1.0,0.0
734796.0,936.0,108752.0,"30-34","F",16.0,39337.0,7.0,10.03000009,1.0,1.0
734800.0,936.0,108753.0,"30-34","F",18.0,1635.0,0.0,0.0,1.0,0.0
734803.0,936.0,108753.0,"30-34","F",18.0,1631.0,0.0,0.0,1.0,0.0
734852.0,936.0,108761.0,"30-34","F",26.0,13479.0,3.0,4.25,1.0,0.0
734854.0,936.0,108762.0,"30-34","F",27.0,57022.0,13.0,20.29000032,3.0,3.0
734856.0,936.0,108762.0,"30-34","F",27.0,5453.0,1.0,1.389999986,1.0,1.0
734866.0,936.0,108764.0,"30-34","F",29.0,11803.0,3.0,4.440000057,1.0,0.0
734881.0,936.0,108766.0,"30-34","F",31.0,4259.0,1.0,1.570000052,1.0,1.0
734901.0,936.0,108770.0,"30-34","F",64.0,1554.0,0.0,0.0,1.0,0.0
734903.0,936.0,108770.0,"30-34","F",64.0,5323.0,1.0,1.289999962,1.0,1.0
734925.0,936.0,108774.0,"35-39","F",10.0,5024.0,1.0,1.409999967,1.0,1.0
734939.0,936.0,108776.0,"35-39","F",16.0,104648.0,24.0,33.33000004,4.0,2.0
734968.0,936.0,108781.0,"35-39","F",22.0,8504.0,3.0,3.340000093,1.0,1.0
734999.0,936.0,108786.0,"35-39","F",27.0,20277.0,6.0,8.050000072,1.0,0.0
735014.0,936.0,108788.0,"35-39","F",29.0,12403.0,4.0,5.210000038,1.0,1.0
735032.0,936.0,108791.0,"35-39","F",32.0,498.0,0.0,0.0,1.0,1.0
735033.0,936.0,108792.0,"35-39","F",36.0,652.0,0.0,0.0,0.0,0.0
735043.0,936.0,108793.0,"35-39","F",63.0,1357.0,0.0,0.0,1.0,1.0
735048.0,936.0,108794.0,"35-39","F",64.0,1393.0,0.0,0.0,1.0,0.0
735065.0,936.0,108797.0,"40-44","F",7.0,648.0,0.0,0.0,1.0,0.0
735109.0,936.0,108804.0,"40-44","F",21.0,708.0,0.0,0.0,1.0,1.0
735140.0,936.0,108809.0,"40-44","F",26.0,6907.0,2.0,2.349999964,1.0,0.0
735143.0,936.0,108810.0,"40-44","F",27.0,39035.0,13.0,19.32999957,1.0,0.0
735151.0,936.0,108811.0,"40-44","F",28.0,926.0,0.0,0.0,1.0,0.0
735184.0,936.0,108817.0,"40-44","F",63.0,4412.0,1.0,1.450000048,1.0,0.0
735189.0,936.0,108818.0,"40-44","F",64.0,9965.0,3.0,4.050000072,1.0,0.0
735213.0,936.0,108822.0,"45-49","F",10.0,73634.0,23.0,32.97999978,1.0,0.0
735220.0,936.0,108823.0,"45-49","F",15.0,69708.0,20.0,31.28999949,1.0,0.0
735242.0,936.0,108826.0,"45-49","F",19.0,530.0,0.0,0.0,1.0,0.0
735247.0,936.0,108827.0,"45-49","F",20.0,14257.0,6.0,8.789999962,1.0,0.0
735289.0,936.0,108834.0,"45-49","F",27.0,20362.0,5.0,9.119999886,1.0,1.0
735290.0,936.0,108834.0,"45-49","F",27.0,12215.0,4.0,6.26000011,1.0,0.0
735298.0,936.0,108836.0,"45-49","F",29.0,85412.0,28.0,38.63999999,2.0,1.0
736869.0,936.0,109448.0,"30-34","M",2.0,2338.0,1.0,0.239999995,1.0,0.0
736890.0,936.0,109451.0,"30-34","M",15.0,2522.0,0.0,0.0,1.0,0.0
736893.0,936.0,109452.0,"30-34","M",16.0,3587.0,0.0,0.0,1.0,0.0
736977.0,936.0,109470.0,"30-34","M",27.0,1273.0,0.0,0.0,1.0,0.0
736988.0,936.0,109472.0,"30-34","M",28.0,3891.0,1.0,1.090000033,1.0,0.0
736995.0,936.0,109473.0,"30-34","M",29.0,1888.0,0.0,0.0,1.0,0.0
736997.0,936.0,109473.0,"30-34","M",29.0,1895.0,0.0,0.0,1.0,0.0
737097.0,936.0,109498.0,"35-39","M",7.0,715.0,0.0,0.0,1.0,0.0
737130.0,936.0,109507.0,"35-39","M",16.0,11199.0,2.0,2.680000067,1.0,0.0
737320.0,936.0,109553.0,"35-39","M",63.0,5676.0,2.0,3.00999999,1.0,0.0
737375.0,936.0,109565.0,"40-44","M",10.0,1415.0,0.0,0.0,1.0,0.0
737524.0,936.0,109601.0,"40-44","M",30.0,2148.0,1.0,1.580000043,1.0,1.0
737644.0,936.0,109629.0,"45-49","M",16.0,45401.0,10.0,14.06000042,1.0,0.0
737657.0,936.0,109633.0,"45-49","M",18.0,7478.0,2.0,2.900000095,1.0,1.0
737658.0,936.0,109633.0,"45-49","M",18.0,4919.0,1.0,1.590000033,1.0,0.0
737674.0,936.0,109637.0,"45-49","M",20.0,533.0,0.0,0.0,1.0,1.0
737766.0,936.0,109659.0,"45-49","M",29.0,1447.0,0.0,0.0,1.0,1.0
737896.0,936.0,109689.0,"30-34","F",16.0,17553.0,3.0,4.590000153,1.0,0.0
737931.0,936.0,109698.0,"30-34","F",20.0,3343.0,1.0,0.540000021,1.0,0.0
737961.0,936.0,109706.0,"30-34","F",23.0,523.0,0.0,0.0,1.0,0.0
737995.0,936.0,109714.0,"30-34","F",26.0,1873.0,0.0,0.0,1.0,0.0
738006.0,936.0,109717.0,"30-34","F",27.0,34740.0,7.0,13.41000009,1.0,1.0
738067.0,936.0,109731.0,"30-34","F",32.0,658.0,0.0,0.0,1.0,0.0
738098.0,936.0,109738.0,"30-34","F",64.0,1539.0,0.0,0.0,1.0,0.0
738307.0,936.0,109788.0,"35-39","F",31.0,3010.0,1.0,0.860000014,1.0,1.0
738389.0,936.0,109808.0,"40-44","F",10.0,27081.0,9.0,10.77000046,1.0,1.0
738408.0,936.0,109813.0,"40-44","F",16.0,20233.0,4.0,5.590000153,3.0,0.0
738413.0,936.0,109813.0,"40-44","F",16.0,147159.0,36.0,58.16000044,3.0,1.0
738423.0,936.0,109816.0,"40-44","F",18.0,21664.0,7.0,10.61999977,1.0,1.0
738436.0,936.0,109820.0,"40-44","F",19.0,9112.0,4.0,5.460000038,1.0,1.0
738463.0,936.0,109826.0,"40-44","F",21.0,542.0,0.0,0.0,1.0,0.0
738528.0,936.0,109839.0,"40-44","F",30.0,402.0,0.0,0.0,1.0,1.0
738560.0,936.0,109844.0,"40-44","F",64.0,1338.0,0.0,0.0,1.0,0.0
738582.0,936.0,109848.0,"45-49","F",10.0,46150.0,15.0,20.17999983,1.0,1.0
738592.0,936.0,109850.0,"45-49","F",16.0,493821.0,116.0,176.3799977,4.0,1.0
738593.0,936.0,109850.0,"45-49","F",16.0,92011.0,27.0,34.39000046,2.0,1.0
738598.0,936.0,109851.0,"45-49","F",18.0,12956.0,4.0,5.49000001,1.0,1.0
738606.0,936.0,109852.0,"45-49","F",19.0,529.0,0.0,0.0,1.0,0.0
738637.0,936.0,109857.0,"45-49","F",24.0,944.0,1.0,1.419999957,1.0,0.0
738648.0,936.0,109859.0,"45-49","F",26.0,111090.0,38.0,51.97000027,5.0,1.0
747212.0,936.0,110836.0,"30-34","M",10.0,7208.0,2.0,3.190000057,1.0,0.0
747213.0,936.0,110836.0,"30-34","M",10.0,1746.0,0.0,0.0,1.0,0.0
747220.0,936.0,110837.0,"30-34","M",15.0,2474.0,0.0,0.0,2.0,2.0
747222.0,936.0,110838.0,"30-34","M",16.0,12489.0,2.0,1.960000038,1.0,0.0
747223.0,936.0,110838.0,"30-34","M",16.0,8032.0,1.0,0.600000024,2.0,0.0
747248.0,936.0,110842.0,"30-34","M",21.0,472.0,0.0,0.0,1.0,1.0
747332.0,936.0,110856.0,"30-34","M",64.0,792.0,0.0,0.0,1.0,1.0
747362.0,936.0,110861.0,"35-39","M",15.0,4607.0,1.0,1.149999976,1.0,1.0
747369.0,936.0,110862.0,"35-39","M",16.0,13355.0,2.0,3.180000067,1.0,1.0
747370.0,936.0,110862.0,"35-39","M",16.0,2936.0,0.0,0.0,1.0,0.0
747401.0,936.0,110867.0,"35-39","M",22.0,2793.0,1.0,0.980000019,1.0,1.0
747435.0,936.0,110873.0,"35-39","M",28.0,1032.0,0.0,0.0,1.0,0.0
747439.0,936.0,110874.0,"35-39","M",29.0,1662.0,0.0,0.0,1.0,1.0
747489.0,936.0,110882.0,"40-44","M",2.0,4016.0,2.0,1.480000049,1.0,1.0
747514.0,936.0,110886.0,"40-44","M",16.0,14843.0,3.0,2.939999938,1.0,1.0
747645.0,936.0,110908.0,"45-49","M",10.0,9674.0,3.0,4.600000024,1.0,1.0
747659.0,936.0,110910.0,"45-49","M",16.0,12186.0,2.0,2.669999957,1.0,0.0
747675.0,936.0,110913.0,"45-49","M",20.0,673.0,0.0,0.0,1.0,0.0
747678.0,936.0,110914.0,"45-49","M",21.0,370.0,0.0,0.0,1.0,1.0
747712.0,936.0,110919.0,"45-49","M",26.0,450.0,0.0,0.0,1.0,1.0
747790.0,936.0,110932.0,"30-34","F",10.0,2077.0,0.0,0.0,1.0,1.0
747791.0,936.0,110932.0,"30-34","F",10.0,31393.0,8.0,10.96000051,1.0,1.0
747795.0,936.0,110933.0,"30-34","F",15.0,8410.0,2.0,2.359999895,1.0,1.0
747798.0,936.0,110934.0,"30-34","F",16.0,25884.0,5.0,7.350000143,1.0,0.0
747824.0,936.0,110938.0,"30-34","F",21.0,608.0,0.0,0.0,1.0,1.0
747828.0,936.0,110939.0,"30-34","F",22.0,28488.0,10.0,9.340000033,1.0,0.0
747852.0,936.0,110943.0,"30-34","F",26.0,10126.0,3.0,4.619999886,1.0,0.0
747859.0,936.0,110944.0,"30-34","F",27.0,22572.0,5.0,8.5,1.0,0.0
747863.0,936.0,110944.0,"30-34","F",27.0,1955.0,0.0,0.0,1.0,1.0
747879.0,936.0,110947.0,"30-34","F",30.0,493.0,0.0,0.0,1.0,0.0
747903.0,936.0,110951.0,"30-34","F",63.0,1491.0,0.0,0.0,1.0,1.0
747911.0,936.0,110952.0,"30-34","F",64.0,1495.0,0.0,0.0,1.0,1.0
747968.0,936.0,110962.0,"35-39","F",21.0,512.0,0.0,0.0,0.0,0.0
747991.0,936.0,110966.0,"35-39","F",25.0,4868.0,2.0,2.420000076,1.0,0.0
748000.0,936.0,110967.0,"35-39","F",26.0,6585.0,2.0,2.950000048,1.0,0.0
748007.0,936.0,110968.0,"35-39","F",27.0,10164.0,2.0,3.720000029,1.0,1.0
748014.0,936.0,110970.0,"35-39","F",29.0,11182.0,4.0,4.449999809,1.0,0.0
748045.0,936.0,110975.0,"35-39","F",63.0,1238.0,0.0,0.0,1.0,0.0
748086.0,936.0,110982.0,"40-44","F",16.0,34127.0,8.0,13.07000017,1.0,0.0
748087.0,936.0,110982.0,"40-44","F",16.0,29466.0,7.0,10.84999967,2.0,0.0
748089.0,936.0,110982.0,"40-44","F",16.0,38759.0,9.0,10.84999967,1.0,0.0
748091.0,936.0,110982.0,"40-44","F",16.0,41720.0,10.0,12.06000006,1.0,1.0
748225.0,936.0,111005.0,"45-49","F",15.0,18602.0,5.0,8.860000134,1.0,0.0
748230.0,936.0,111006.0,"45-49","F",16.0,83929.0,21.0,27.72999954,4.0,1.0
748231.0,936.0,111006.0,"45-49","F",16.0,25194.0,6.0,7.349999905,1.0,0.0
748233.0,936.0,111006.0,"45-49","F",16.0,78627.0,19.0,26.53000045,1.0,0.0
748235.0,936.0,111006.0,"45-49","F",16.0,102695.0,25.0,39.42999983,3.0,0.0
748294.0,936.0,111016.0,"45-49","F",27.0,82827.0,24.0,47.93000031,3.0,0.0
748295.0,936.0,111016.0,"45-49","F",27.0,9240.0,3.0,6.039999962,1.0,0.0
748303.0,936.0,111018.0,"45-49","F",29.0,7706.0,2.0,2.369999886,1.0,0.0
748314.0,936.0,111020.0,"45-49","F",31.0,7821.0,4.0,6.340000153,1.0,1.0
748341.0,936.0,111024.0,"45-49","F",64.0,1363.0,0.0,0.0,1.0,1.0
776318.0,936.0,115484.0,"45-49","F",15.0,3569.0,0.0,0.0,1.0,1.0
776322.0,936.0,115485.0,"45-49","F",16.0,119063.0,34.0,53.21999949,1.0,0.0
776323.0,936.0,115485.0,"45-49","F",16.0,99078.0,23.0,35.79999948,2.0,0.0
776325.0,936.0,115485.0,"45-49","F",16.0,452398.0,114.0,180.2200012,1.0,0.0
776334.0,936.0,115487.0,"45-49","F",10.0,191223.0,48.0,76.41000056,1.0,0.0
776336.0,936.0,115487.0,"45-49","F",10.0,22216.0,6.0,9.549999952,1.0,0.0
776338.0,936.0,115487.0,"45-49","F",10.0,48291.0,11.0,18.01999998,1.0,0.0
776353.0,936.0,115490.0,"40-44","F",63.0,27559.0,8.0,13.37,1.0,0.0
776373.0,936.0,115493.0,"45-49","F",25.0,10194.0,4.0,4.590000033,2.0,1.0
776383.0,936.0,115495.0,"45-49","F",23.0,1168.0,0.0,0.0,1.0,1.0
776405.0,936.0,115498.0,"45-49","F",21.0,40126.0,16.0,25.86000001,1.0,0.0
776416.0,936.0,115500.0,"45-49","F",19.0,3659.0,1.0,0.49000001,1.0,1.0
776430.0,936.0,115503.0,"30-34","M",10.0,3200.0,0.0,0.0,1.0,0.0
776464.0,936.0,115508.0,"45-49","F",29.0,7550.0,1.0,1.679999948,1.0,1.0
776469.0,936.0,115509.0,"45-49","F",28.0,45397.0,15.0,25.41999936,1.0,1.0
776473.0,936.0,115510.0,"30-34","M",16.0,23086.0,2.0,3.310000062,1.0,1.0
776475.0,936.0,115510.0,"30-34","M",16.0,16425.0,1.0,1.549999952,1.0,0.0
776476.0,936.0,115510.0,"30-34","M",16.0,43756.0,5.0,5.439999938,0.0,0.0
776477.0,936.0,115510.0,"30-34","M",16.0,9982.0,0.0,0.0,1.0,0.0
776489.0,936.0,115512.0,"45-49","F",26.0,175389.0,55.0,81.60999787,1.0,0.0
776494.0,936.0,115513.0,"30-34","M",15.0,7015.0,0.0,0.0,1.0,0.0
776515.0,936.0,115517.0,"45-49","F",65.0,12706.0,3.0,4.98999989,1.0,1.0
776519.0,936.0,115517.0,"45-49","F",65.0,70702.0,20.0,31.7099998,1.0,0.0
776533.0,936.0,115520.0,"45-49","F",63.0,63927.0,16.0,25.52000046,2.0,0.0
776534.0,936.0,115520.0,"45-49","F",63.0,15105.0,3.0,4.25999999,1.0,0.0
776538.0,936.0,115521.0,"30-34","F",15.0,8774.0,1.0,1.830000043,1.0,0.0
776551.0,936.0,115523.0,"30-34","F",16.0,14459.0,1.0,1.389999986,1.0,0.0
776552.0,936.0,115523.0,"30-34","F",16.0,21596.0,2.0,2.809999943,1.0,0.0
776553.0,936.0,115523.0,"30-34","F",16.0,66765.0,8.0,11.04999971,1.0,0.0
776563.0,936.0,115525.0,"30-34","F",7.0,1369.0,0.0,0.0,1.0,1.0
776579.0,936.0,115527.0,"30-34","F",10.0,26910.0,5.0,7.229999781,1.0,0.0
776603.0,936.0,115531.0,"30-34","F",2.0,506.0,0.0,0.0,1.0,0.0
776615.0,936.0,115533.0,"45-49","M",63.0,11988.0,3.0,4.269999862,1.0,0.0
776623.0,936.0,115535.0,"45-49","M",64.0,19353.0,6.0,9.4799999,1.0,1.0
776631.0,936.0,115536.0,"40-44","M",29.0,10960.0,2.0,2.890000105,1.0,0.0
776643.0,936.0,115538.0,"30-34","M",15.0,33491.0,6.0,10.56999969,2.0,1.0
776644.0,936.0,115538.0,"30-34","M",15.0,20083.0,2.0,3.200000048,2.0,1.0
776659.0,936.0,115541.0,"30-34","M",16.0,8817.0,0.0,0.0,1.0,1.0
776661.0,936.0,115541.0,"30-34","M",16.0,15466.0,1.0,0.970000029,1.0,0.0
776662.0,936.0,115541.0,"30-34","M",16.0,27072.0,3.0,4.370000005,1.0,0.0
776663.0,936.0,115541.0,"30-34","M",16.0,15753.0,1.0,0.569999993,1.0,1.0
776668.0,936.0,115542.0,"40-44","M",19.0,3523.0,1.0,1.809999943,1.0,1.0
776685.0,936.0,115545.0,"40-44","M",16.0,7745.0,0.0,0.0,1.0,0.0
776686.0,936.0,115545.0,"40-44","M",16.0,18709.0,2.0,3.319999933,1.0,0.0
776687.0,936.0,115545.0,"40-44","M",16.0,8022.0,0.0,0.0,2.0,1.0
776696.0,936.0,115547.0,"30-34","M",10.0,7966.0,1.0,1.179999948,1.0,1.0
776697.0,936.0,115547.0,"30-34","M",10.0,4132.0,0.0,0.0,1.0,1.0
776698.0,936.0,115547.0,"30-34","M",10.0,12785.0,3.0,4.730000019,2.0,1.0
776699.0,936.0,115547.0,"30-34","M",10.0,8213.0,1.0,1.379999995,1.0,1.0
776722.0,936.0,115551.0,"30-34","M",2.0,545.0,0.0,0.0,1.0,1.0
776725.0,936.0,115552.0,"40-44","M",23.0,2479.0,1.0,1.25999999,1.0,0.0
776780.0,936.0,115561.0,"40-44","M",2.0,3812.0,2.0,3.049999952,1.0,0.0
776793.0,936.0,115563.0,"45-49","M",21.0,1609.0,0.0,0.0,1.0,0.0
776799.0,936.0,115564.0,"45-49","M",20.0,10257.0,3.0,3.579999924,1.0,1.0
776817.0,936.0,115567.0,"40-44","M",10.0,12356.0,4.0,6.279999971,1.0,0.0
776825.0,936.0,115568.0,"45-49","M",18.0,7410.0,1.0,1.210000038,1.0,0.0
776829.0,936.0,115569.0,"45-49","M",16.0,140098.0,28.0,46.63000011,1.0,0.0
776831.0,936.0,115569.0,"45-49","M",16.0,107021.0,20.0,34.44000012,1.0,0.0
776840.0,936.0,115571.0,"35-39","M",36.0,2797.0,1.0,1.289999962,1.0,0.0
776861.0,936.0,115574.0,"45-49","M",7.0,16461.0,6.0,9.21999979,1.0,0.0
776892.0,936.0,115580.0,"40-44","M",63.0,17488.0,5.0,7.719999909,1.0,0.0
776928.0,936.0,115586.0,"35-39","M",10.0,9750.0,2.0,1.5,1.0,1.0
776935.0,936.0,115587.0,"45-49","M",36.0,1136.0,0.0,0.0,1.0,1.0
777105.0,936.0,115615.0,"45-49","M",63.0,4333.0,1.0,0.180000007,1.0,1.0
777130.0,936.0,115619.0,"35-39","M",16.0,6260.0,0.0,0.0,1.0,0.0
777131.0,936.0,115619.0,"35-39","M",16.0,6359.0,0.0,0.0,1.0,0.0
777166.0,936.0,115625.0,"30-34","M",63.0,2383.0,0.0,0.0,1.0,1.0
777187.0,936.0,115629.0,"40-44","M",27.0,11292.0,3.0,5.389999866,1.0,1.0
777198.0,936.0,115631.0,"30-34","M",64.0,12729.0,4.0,5.779999852,1.0,0.0
777200.0,936.0,115631.0,"30-34","M",64.0,1898.0,0.0,0.0,1.0,1.0
777201.0,936.0,115631.0,"30-34","M",64.0,1882.0,0.0,0.0,1.0,1.0
777235.0,936.0,115637.0,"30-34","M",65.0,2883.0,1.0,0.99000001,1.0,1.0
777248.0,936.0,115639.0,"30-34","F",7.0,3989.0,1.0,1.279999971,1.0,0.0
777261.0,936.0,115641.0,"40-44","M",29.0,19603.0,4.0,5.279999971,1.0,1.0
777382.0,936.0,115675.0,"40-44","M",24.0,3047.0,1.0,1.379999995,1.0,0.0
777398.0,936.0,115677.0,"35-39","M",24.0,3029.0,1.0,1.049999952,1.0,1.0
777410.0,936.0,115679.0,"45-49","M",26.0,3490.0,1.0,1.340000033,1.0,1.0
777482.0,936.0,115691.0,"45-49","M",28.0,2479.0,0.0,0.0,1.0,0.0
777495.0,936.0,115693.0,"40-44","M",19.0,19581.0,7.0,10.42999983,2.0,0.0
777519.0,936.0,115697.0,"45-49","M",29.0,19537.0,5.0,6.099999905,1.0,0.0
777625.0,936.0,115715.0,"45-49","M",16.0,59433.0,12.0,19.65999949,3.0,0.0
777627.0,936.0,115715.0,"45-49","M",16.0,157534.0,33.0,56.19000077,2.0,0.0
777638.0,936.0,115717.0,"40-44","M",7.0,1781.0,0.0,0.0,1.0,1.0
777670.0,936.0,115723.0,"40-44","M",16.0,23769.0,4.0,6.029999852,1.0,0.0
777673.0,936.0,115723.0,"40-44","M",16.0,7101.0,0.0,0.0,1.0,0.0
777742.0,936.0,115735.0,"35-39","M",64.0,4726.0,1.0,1.830000043,1.0,1.0
777758.0,936.0,115737.0,"30-34","M",19.0,5209.0,1.0,0.959999979,2.0,0.0
777794.0,936.0,115743.0,"30-34","M",18.0,13473.0,3.0,2.619999945,3.0,0.0
777816.0,936.0,115747.0,"40-44","M",2.0,500.0,0.0,0.0,1.0,1.0
777871.0,936.0,115756.0,"30-34","M",20.0,4616.0,1.0,1.360000014,1.0,0.0
